geslacht_src,lft_src,geslacht_dst,lft_dst,n
Man,"[0,20)",Man,"[0,20)",628100
Man,"[0,20)",Man,"[20,30)",6410
Man,"[0,20)",Man,"[30,40)",18520
Man,"[0,20)",Man,"[40,50)",27490
Man,"[0,20)",Man,"[50,60)",36080
Man,"[0,20)",Man,"[60,70)",2340
Man,"[0,20)",Man,"[70,80)",240
Man,"[0,20)",Vrouw,"[0,20)",46680
Man,"[0,20)",Vrouw,"[20,30)",12470
Man,"[0,20)",Vrouw,"[30,40)",33110
Man,"[0,20)",Vrouw,"[40,50)",37870
Man,"[0,20)",Vrouw,"[50,60)",76730
Man,"[0,20)",Vrouw,"[60,70)",840
Man,"[0,20)",Vrouw,"[70,80)",20
Man,"[20,30)",Man,"[0,20)",6410
Man,"[20,30)",Man,"[20,30)",16320
Man,"[20,30)",Man,"[30,40)",148710
Man,"[20,30)",Man,"[40,50)",1650
Man,"[20,30)",Man,"[50,60)",5840
Man,"[20,30)",Man,"[60,70)",3210
Man,"[20,30)",Man,"[70,80)",320
Man,"[20,30)",Vrouw,"[0,20)",6200
Man,"[20,30)",Vrouw,"[20,30)",53020
Man,"[20,30)",Vrouw,"[30,40)",7040
Man,"[20,30)",Vrouw,"[40,50)",4650
Man,"[20,30)",Vrouw,"[50,60)",9140
Man,"[20,30)",Vrouw,"[60,70)",2810
Man,"[30,40)",Man,"[0,20)",18520
Man,"[30,40)",Man,"[20,30)",148710
Man,"[30,40)",Man,"[30,40)",4610
Man,"[30,40)",Man,"[40,50)",16850
Man,"[30,40)",Man,"[50,60)",810
Man,"[30,40)",Man,"[60,70)",1280
Man,"[30,40)",Man,"[70,80)",290
Man,"[30,40)",Vrouw,"[0,20)",17330
Man,"[30,40)",Vrouw,"[20,30)",71770
Man,"[30,40)",Vrouw,"[30,40)",503150
Man,"[30,40)",Vrouw,"[40,50)",15280
Man,"[30,40)",Vrouw,"[50,60)",1960
Man,"[30,40)",Vrouw,"[60,70)",3730
Man,"[30,40)",Vrouw,"[70,80)",150
Man,"[40,50)",Man,"[0,20)",27490
Man,"[40,50)",Man,"[20,30)",1650
Man,"[40,50)",Man,"[30,40)",16850
Man,"[40,50)",Man,"[40,50)",6290
Man,"[40,50)",Man,"[50,60)",1390
Man,"[40,50)",Man,"[60,70)",60
Man,"[40,50)",Vrouw,"[0,20)",26670
Man,"[40,50)",Vrouw,"[20,30)",19030
Man,"[40,50)",Vrouw,"[30,40)",72510
Man,"[40,50)",Vrouw,"[40,50)",80180
Man,"[40,50)",Vrouw,"[50,60)",9030
Man,"[40,50)",Vrouw,"[60,70)",900
Man,"[50,60)",Man,"[0,20)",36080
Man,"[50,60)",Man,"[20,30)",5840
Man,"[50,60)",Man,"[30,40)",810
Man,"[50,60)",Man,"[40,50)",1390
Man,"[50,60)",Man,"[50,60)",10730
Man,"[50,60)",Man,"[60,70)",2330
Man,"[50,60)",Vrouw,"[0,20)",13560
Man,"[50,60)",Vrouw,"[20,30)",8170
Man,"[50,60)",Vrouw,"[30,40)",8370
Man,"[50,60)",Vrouw,"[40,50)",79870
Man,"[50,60)",Vrouw,"[50,60)",136900
Man,"[50,60)",Vrouw,"[60,70)",6810
Man,"[50,60)",Vrouw,"[70,80)",90
Man,"[60,70)",Man,"[0,20)",2340
Man,"[60,70)",Man,"[20,30)",3210
Man,"[60,70)",Man,"[30,40)",1280
Man,"[60,70)",Man,"[40,50)",60
Man,"[60,70)",Man,"[50,60)",2330
Man,"[60,70)",Man,"[60,70)",3260
Man,"[60,70)",Vrouw,"[0,20)",2420
Man,"[60,70)",Vrouw,"[20,30)",5440
Man,"[60,70)",Vrouw,"[30,40)",640
Man,"[60,70)",Vrouw,"[40,50)",5330
Man,"[60,70)",Vrouw,"[50,60)",57330
Man,"[60,70)",Vrouw,"[60,70)",126230
Man,"[60,70)",Vrouw,"[70,80)",24180
Man,"[70,80)",Man,"[0,20)",240
Man,"[70,80)",Man,"[20,30)",320
Man,"[70,80)",Man,"[30,40)",290
Man,"[70,80)",Man,"[70,80)",6920
Man,"[70,80)",Vrouw,"[0,20)",150
Man,"[70,80)",Vrouw,"[20,30)",390
Man,"[70,80)",Vrouw,"[30,40)",140
Man,"[70,80)",Vrouw,"[40,50)",30
Man,"[70,80)",Vrouw,"[50,60)",8710
Man,"[70,80)",Vrouw,"[60,70)",90020
Man,"[70,80)",Vrouw,"[70,80)",279850
Man,"[80,120]",Vrouw,"[60,70)",20
Man,"[80,120]",Vrouw,"[70,80)",93340
Man,"[80,120]",Vrouw,"[80,120]",120700
Vrouw,"[0,20)",Man,"[0,20)",46680
Vrouw,"[0,20)",Man,"[20,30)",6200
Vrouw,"[0,20)",Man,"[30,40)",17330
Vrouw,"[0,20)",Man,"[40,50)",26670
Vrouw,"[0,20)",Man,"[50,60)",13560
Vrouw,"[0,20)",Man,"[60,70)",2420
Vrouw,"[0,20)",Man,"[70,80)",150
Vrouw,"[0,20)",Vrouw,"[0,20)",45660
Vrouw,"[0,20)",Vrouw,"[20,30)",9850
Vrouw,"[0,20)",Vrouw,"[30,40)",30520
Vrouw,"[0,20)",Vrouw,"[40,50)",39720
Vrouw,"[0,20)",Vrouw,"[50,60)",10260
Vrouw,"[0,20)",Vrouw,"[60,70)",800
Vrouw,"[20,30)",Man,"[0,20)",12470
Vrouw,"[20,30)",Man,"[20,30)",53020
Vrouw,"[20,30)",Man,"[30,40)",71770
Vrouw,"[20,30)",Man,"[40,50)",19030
Vrouw,"[20,30)",Man,"[50,60)",8170
Vrouw,"[20,30)",Man,"[60,70)",5440
Vrouw,"[20,30)",Man,"[70,80)",390
Vrouw,"[20,30)",Vrouw,"[0,20)",9850
Vrouw,"[20,30)",Vrouw,"[20,30)",16420
Vrouw,"[20,30)",Vrouw,"[30,40)",1850
Vrouw,"[20,30)",Vrouw,"[40,50)",10230
Vrouw,"[20,30)",Vrouw,"[50,60)",7810
Vrouw,"[20,30)",Vrouw,"[60,70)",2200
Vrouw,"[30,40)",Man,"[0,20)",33110
Vrouw,"[30,40)",Man,"[20,30)",7040
Vrouw,"[30,40)",Man,"[30,40)",503150
Vrouw,"[30,40)",Man,"[40,50)",72510
Vrouw,"[30,40)",Man,"[50,60)",8370
Vrouw,"[30,40)",Man,"[60,70)",640
Vrouw,"[30,40)",Man,"[70,80)",140
Vrouw,"[30,40)",Vrouw,"[0,20)",30520
Vrouw,"[30,40)",Vrouw,"[20,30)",1850
Vrouw,"[30,40)",Vrouw,"[30,40)",247870
Vrouw,"[30,40)",Vrouw,"[40,50)",370
Vrouw,"[30,40)",Vrouw,"[50,60)",1330
Vrouw,"[30,40)",Vrouw,"[60,70)",990
Vrouw,"[40,50)",Man,"[0,20)",37870
Vrouw,"[40,50)",Man,"[20,30)",4650
Vrouw,"[40,50)",Man,"[30,40)",15280
Vrouw,"[40,50)",Man,"[40,50)",80180
Vrouw,"[40,50)",Man,"[50,60)",79870
Vrouw,"[40,50)",Man,"[60,70)",5330
Vrouw,"[40,50)",Man,"[70,80)",30
Vrouw,"[40,50)",Vrouw,"[0,20)",39720
Vrouw,"[40,50)",Vrouw,"[20,30)",10230
Vrouw,"[40,50)",Vrouw,"[30,40)",370
Vrouw,"[40,50)",Vrouw,"[40,50)",1220
Vrouw,"[40,50)",Vrouw,"[50,60)",200
Vrouw,"[40,50)",Vrouw,"[60,70)",70
Vrouw,"[50,60)",Man,"[0,20)",76730
Vrouw,"[50,60)",Man,"[20,30)",9140
Vrouw,"[50,60)",Man,"[30,40)",1960
Vrouw,"[50,60)",Man,"[40,50)",9030
Vrouw,"[50,60)",Man,"[50,60)",136900
Vrouw,"[50,60)",Man,"[60,70)",57330
Vrouw,"[50,60)",Man,"[70,80)",8710
Vrouw,"[50,60)",Vrouw,"[0,20)",10260
Vrouw,"[50,60)",Vrouw,"[20,30)",7810
Vrouw,"[50,60)",Vrouw,"[30,40)",1330
Vrouw,"[50,60)",Vrouw,"[40,50)",200
Vrouw,"[50,60)",Vrouw,"[50,60)",1200
Vrouw,"[50,60)",Vrouw,"[60,70)",120
Vrouw,"[60,70)",Man,"[0,20)",840
Vrouw,"[60,70)",Man,"[20,30)",2810
Vrouw,"[60,70)",Man,"[30,40)",3730
Vrouw,"[60,70)",Man,"[40,50)",900
Vrouw,"[60,70)",Man,"[50,60)",6810
Vrouw,"[60,70)",Man,"[60,70)",126230
Vrouw,"[60,70)",Man,"[70,80)",90020
Vrouw,"[60,70)",Man,"[80,120]",20
Vrouw,"[60,70)",Vrouw,"[0,20)",800
Vrouw,"[60,70)",Vrouw,"[20,30)",2200
Vrouw,"[60,70)",Vrouw,"[30,40)",990
Vrouw,"[60,70)",Vrouw,"[40,50)",70
Vrouw,"[60,70)",Vrouw,"[50,60)",120
Vrouw,"[60,70)",Vrouw,"[60,70)",1300
Vrouw,"[70,80)",Man,"[0,20)",20
Vrouw,"[70,80)",Man,"[30,40)",150
Vrouw,"[70,80)",Man,"[50,60)",90
Vrouw,"[70,80)",Man,"[60,70)",24180
Vrouw,"[70,80)",Man,"[70,80)",279850
Vrouw,"[70,80)",Man,"[80,120]",93340
Vrouw,"[70,80)",Vrouw,"[70,80)",10770
Vrouw,"[80,120]",Man,"[80,120]",120700
